ubigeo,departamento,dom_Geo,provincia,distrito,total_electoral,total_ausentismo,porc_Ausentismo,ord_Ausentismo,dic_Ausentismo,porc_hogares_sin_medios,IDH,alfabetismo,partidoGanador,porc_2_NBI,GINI
100108,Huánuco,Centro,Huánuco,San Pedro de Chaulán,2621.0,853.0,32.54483,3.0,1.0,99.86,0.51418257,69.38516,GANA PERU,30.19,0.22
100109,Huánuco,Centro,Huánuco,Santa María del Valle,12496.0,2107.0,16.861395,1.0,0.0,96.96,0.50341666,60.84795,GANA PERU,14.28,0.26
100110,Huánuco,Centro,Huánuco,Yarumayo,1663.0,463.0,27.841251,3.0,1.0,98.98,0.54415905,77.56533,GANA PERU,10.63,0.24
100111,Huánuco,Centro,Huánuco,Pillco Marca,13145.0,1996.0,15.184481,1.0,0.0,39.05,0.6188214,92.63778,GANA PERU,3.64,0.34
100201,Huánuco,Centro,Ambo,Ambo,11176.0,2006.0,17.949177,1.0,0.0,68.57,0.576994,82.15071,GANA PERU,18.73,0.33
100202,Huánuco,Centro,Ambo,Cayna,2310.0,471.0,20.38961,2.0,1.0,99.39,0.54783225,78.63736,GANA PERU,17.96,0.24
100203,Huánuco,Centro,Ambo,Colpas,1709.0,506.0,29.607958,3.0,1.0,100.0,0.53424364,71.78962,GANA PERU,21.3,0.24
100204,Huánuco,Centro,Ambo,Conchamarca,3097.0,592.0,19.115273,2.0,0.0,90.21,0.5594528,79.833244,GANA PERU,13.57,0.26
100205,Huánuco,Centro,Ambo,Huacar,5877.0,1144.0,19.465714,2.0,0.0,91.28,0.54407966,75.98175,GANA PERU,15.62,0.25
100206,Huánuco,Centro,Ambo,San Francisco,1552.0,393.0,25.322165,3.0,1.0,99.33,0.5540807,81.82252,FUERZA 2011,19.73,0.22
100207,Huánuco,Centro,Ambo,San Rafael,6214.0,1347.0,21.676859,2.0,1.0,99.49,0.53452164,72.71268,GANA PERU,32.76,0.27
100208,Huánuco,Centro,Ambo,Tomay Kichwa,2429.0,476.0,19.596542,2.0,0.0,62.32,0.5880671,87.10089,FUERZA 2011,9.94,0.28
100301,Huánuco,Centro,Dos de Mayo,La Unión,3682.0,937.0,25.448126,3.0,1.0,96.98,0.5900216,93.08455,PERU POSIBLE,8.54,0.38
100307,Huánuco,Centro,Dos de Mayo,Chuquis,2454.0,626.0,25.509373,3.0,1.0,95.3,0.52334785,77.38727,GANA PERU,18.79,0.23
100311,Huánuco,Centro,Dos de Mayo,Marias,2898.0,763.0,26.328503,3.0,1.0,97.08,0.49945724,74.04431,GANA PERU,32.87,0.25
100313,Huánuco,Centro,Dos de Mayo,Pachas,4185.0,980.0,23.416965,2.0,1.0,99.48,0.5474886,87.36184,GANA PERU,22.73,0.24
100316,Huánuco,Centro,Dos de Mayo,Quivilla,1101.0,274.0,24.886467,3.0,1.0,89.09,0.548301,86.70022,GANA PERU,13.14,0.24
100317,Huánuco,Centro,Dos de Mayo,Ripán,3178.0,655.0,20.610447,2.0,1.0,98.11,0.54811054,85.65815,PERU POSIBLE,14.45,0.28
100321,Huánuco,Centro,Dos de Mayo,Shunqui,1432.0,309.0,21.578213,2.0,1.0,99.67,0.53906363,83.92498,GANA PERU,15.8,0.23
100322,Huánuco,Centro,Dos de Mayo,Sillapata,2000.0,469.0,23.45,2.0,1.0,99.61,0.5320892,80.283424,GANA PERU,8.02,0.24
100323,Huánuco,Centro,Dos de Mayo,Yanas,2290.0,727.0,31.746725,3.0,1.0,99.07,0.5260769,77.381615,GANA PERU,11.42,0.23
100401,Huánuco,Centro,Huacaybamba,Huacaybamba,3566.0,802.0,22.490185,2.0,1.0,98.93,0.5419615,78.10258,PERU POSIBLE,14.6,0.29
100402,Huánuco,Centro,Huacaybamba,Canchabamba,1673.0,414.0,24.745966,3.0,1.0,99.69,0.53713006,72.87621,PERU POSIBLE,7.06,0.25
100403,Huánuco,Centro,Huacaybamba,Cochabamba,1048.0,412.0,39.312977,3.0,1.0,99.56,0.5588819,87.07964,GANA PERU,20.18,0.26
100404,Huánuco,Centro,Huacaybamba,Pinra,4354.0,1030.0,23.656408,2.0,1.0,99.39,0.5302893,71.61663,PERU POSIBLE,12.73,0.27
100501,Huánuco,Centro,Huamalies,Llata,8331.0,1824.0,21.89413,2.0,1.0,76.45,0.5676335,85.195435,PERU POSIBLE,15.62,0.28
100502,Huánuco,Centro,Huamalies,Arancay,1313.0,565.0,43.031227,3.0,1.0,99.55,0.55830467,83.25123,GANA PERU,10.23,0.27
100503,Huánuco,Centro,Huamalies,Chavín de Pariarca,2531.0,546.0,21.5725,2.0,1.0,88.19,0.55381155,81.37746,GANA PERU,9.75,0.23
100504,Huánuco,Centro,Huamalies,Jacas Grande,4066.0,878.0,21.593704,2.0,1.0,94.22,0.5492128,79.72261,GANA PERU,14.23,0.24
100505,Huánuco,Centro,Huamalies,Jircán,989.0,285.0,28.816986,3.0,1.0,95.48,0.5229106,75.97855,GANA PERU,34.77,0.26
100506,Huánuco,Centro,Huamalies,Miraflores,2035.0,414.0,20.34398,2.0,1.0,91.78,0.5277423,72.87382,PERU POSIBLE,14.88,0.24
100507,Huánuco,Centro,Huamalies,Monzón,6822.0,1737.0,25.46174,3.0,1.0,95.77,0.5725836,89.50991,GANA PERU,36.94,0.23
100508,Huánuco,Centro,Huamalies,Punchao,1351.0,302.0,22.353811,2.0,1.0,87.13,0.5473448,78.48006,PERU POSIBLE,15.26,0.25
100509,Huánuco,Centro,Huamalies,Puños,2933.0,625.0,21.30924,2.0,1.0,92.7,0.54896706,81.252464,PERU POSIBLE,14.6,0.23
100510,Huánuco,Centro,Huamalies,Singa,2281.0,621.0,27.224901,3.0,1.0,93.57,0.5509488,80.98651,PERU POSIBLE,11.93,0.24
100511,Huánuco,Centro,Huamalies,Tantamayo,1362.0,288.0,21.145374,2.0,1.0,97.74,0.5607708,82.3676,PERU POSIBLE,16.42,0.27
100601,Huánuco,Centro,Leoncio Prado,Rupa-Rupa,43178.0,9665.0,22.384085,2.0,1.0,49.12,0.62538654,94.18821,FUERZA 2011,15.72,0.32
100602,Huánuco,Centro,Leoncio Prado,Daniel Alomía Robles,3616.0,664.0,18.362831,2.0,0.0,98.75,0.55307674,82.7553,GANA PERU,40.6,0.23
100603,Huánuco,Centro,Leoncio Prado,Hermilio Valdizán,2576.0,405.0,15.72205,1.0,0.0,97.25,0.5511083,81.03896,GANA PERU,33.64,0.23
100604,Huánuco,Centro,Leoncio Prado,José Crespo Y Castillo,14470.0,3180.0,21.976503,2.0,1.0,76.65,0.581962,87.54277,GANA PERU,33.31,0.3
100605,Huánuco,Centro,Leoncio Prado,Luyando,5006.0,1006.0,20.095884,2.0,1.0,81.51,0.56913954,84.98932,GANA PERU,31.12,0.27
100606,Huánuco,Centro,Leoncio Prado,Mariano Dámaso Beraun,6777.0,1359.0,20.053122,2.0,1.0,95.84,0.5482231,78.78151,GANA PERU,45.4,0.26
100701,Huánuco,Centro,Marañón,Huacrachuco,8785.0,1762.0,20.056915,2.0,1.0,99.61,0.52448356,75.42542,PERU POSIBLE,19.64,0.29
100702,Huánuco,Centro,Marañón,Cholón,3355.0,954.0,28.435171,3.0,1.0,98.43,0.5397133,83.17011,GANA PERU,52.75,0.33
100703,Huánuco,Centro,Marañón,San Buenaventura,1341.0,221.0,16.480238,1.0,0.0,99.43,0.48483828,60.948082,PERU POSIBLE,18.39,0.25
100801,Huánuco,Centro,Pachitea,Panao,11301.0,2084.0,18.440845,2.0,0.0,99.29,0.48935544,65.20822,GANA PERU,36.01,0.29
100802,Huánuco,Centro,Pachitea,Chaglla,5345.0,1298.0,24.284378,3.0,1.0,97.86,0.52980185,78.8303,GANA PERU,32.0,0.28
100803,Huánuco,Centro,Pachitea,Molino,7424.0,1303.0,17.551186,1.0,0.0,99.86,0.48504424,59.172867,GANA PERU,31.11,0.28
100804,Huánuco,Centro,Pachitea,Umari,6143.0,1001.0,16.29497,1.0,0.0,97.07,0.50652635,70.37256,GANA PERU,30.79,0.23
100901,Huánuco,Centro,Puerto Inca,Puerto Inca,5537.0,1450.0,26.187466,3.0,1.0,95.71,0.5782639,90.38537,GANA PERU,23.28,0.3
100902,Huánuco,Centro,Puerto Inca,Codo del Pozuzo,2771.0,677.0,24.431614,3.0,1.0,97.57,0.5555542,87.54952,FUERZA 2011,32.3,0.35
100903,Huánuco,Centro,Puerto Inca,Honoria,2952.0,754.0,25.542006,3.0,1.0,99.31,0.57461065,93.45307,GANA PERU,35.1,0.23
100904,Huánuco,Centro,Puerto Inca,Tournavista,2466.0,680.0,27.57502,3.0,1.0,99.58,0.5693262,89.22977,GANA PERU,36.11,0.32
100905,Huánuco,Centro,Puerto Inca,Yuyapichis,2415.0,563.0,23.31263,2.0,1.0,98.76,0.5706161,90.701805,GANA PERU,25.14,0.29
101001,Huánuco,Centro,Lauricocha,Jesús,3207.0,935.0,29.154974,3.0,1.0,99.39,0.59434056,93.66685,PERU POSIBLE,21.93,0.32
101002,Huánuco,Centro,Lauricocha,Baños,1981.0,579.0,29.227663,3.0,1.0,99.19,0.54943466,84.57093,GANA PERU,42.76,0.33
101003,Huánuco,Centro,Lauricocha,Jivia,1390.0,490.0,35.251797,3.0,1.0,99.66,0.588139,94.66493,GANA PERU,19.66,0.21
101004,Huánuco,Centro,Lauricocha,Queropalca,631.0,175.0,27.733755,3.0,1.0,99.79,0.58038884,98.33771,PERU POSIBLE,25.53,0.31
101005,Huánuco,Centro,Lauricocha,Rondos,3346.0,981.0,29.31859,3.0,1.0,99.37,0.5729971,92.40869,GANA PERU,19.26,0.25
101006,Huánuco,Centro,Lauricocha,San Francisco de Asís,1641.0,629.0,38.330288,3.0,1.0,99.65,0.5573723,85.36953,GANA PERU,14.63,0.22
101007,Huánuco,Centro,Lauricocha,San Miguel de Cauri,2932.0,874.0,29.809004,3.0,1.0,99.45,0.58060104,92.62222,PERU POSIBLE,39.76,0.28
101101,Huánuco,Centro,Yarowilca,Chavinillo,4413.0,1058.0,23.97462,2.0,1.0,99.4,0.53095126,77.46212,GANA PERU,19.65,0.25
101102,Huánuco,Centro,Yarowilca,Cahuac,1648.0,660.0,40.048542,3.0,1.0,99.72,0.56680655,90.623634,GANA PERU,11.75,0.2
101103,Huánuco,Centro,Yarowilca,Chacabamba,2019.0,826.0,40.911343,3.0,1.0,99.75,0.5699199,89.98935,PERU POSIBLE,5.84,0.22
101104,Huánuco,Centro,Yarowilca,Aparicio Pomares,4244.0,1096.0,25.824694,3.0,1.0,99.73,0.5252666,75.560684,GANA PERU,19.28,0.24
101105,Huánuco,Centro,Yarowilca,Jacas Chico,1399.0,306.0,21.872766,2.0,1.0,98.35,0.53035545,80.42086,GANA PERU,15.36,0.23
101106,Huánuco,Centro,Yarowilca,Obas,3782.0,1029.0,27.207827,3.0,1.0,99.22,0.54246825,79.85348,PERU POSIBLE,16.27,0.24
101107,Huánuco,Centro,Yarowilca,Pampamarca,1281.0,470.0,36.690086,3.0,1.0,99.65,0.5460994,81.98412,GANA PERU,15.57,0.23
101108,Huánuco,Centro,Yarowilca,Choras,2560.0,761.0,29.726562,3.0,1.0,99.88,0.5405866,80.51336,GANA PERU,5.08,0.22
110101,Ica,Sur,Ica,Ica,107385.0,12862.0,11.977465,0.0,0.0,21.35,0.6744495,98.58176,ALIANZA POR EL GRAN CAMBIO,7.45,0.28
110102,Ica,Sur,Ica,La Tinguiña,21621.0,2283.0,10.559178,0.0,0.0,32.76,0.6508708,96.92704,FUERZA 2011,7.51,0.24
110103,Ica,Sur,Ica,Los Aquijes,9945.0,941.0,9.462041,0.0,0.0,38.23,0.6462648,97.50108,FUERZA 2011,14.55,0.23
110104,Ica,Sur,Ica,Ocucaje,2833.0,302.0,10.660078,0.0,0.0,44.63,0.6282358,94.16476,FUERZA 2011,16.0,0.2
110105,Ica,Sur,Ica,Pachacutec,4288.0,362.0,8.442164,0.0,0.0,36.11,0.6433821,97.26479,GANA PERU,14.79,0.22
110106,Ica,Sur,Ica,Parcona,30335.0,3380.0,11.142245,0.0,0.0,34.24,0.65012234,97.26787,FUERZA 2011,10.04,0.24
110107,Ica,Sur,Ica,Pueblo Nuevo,3916.0,415.0,10.5975485,0.0,0.0,41.83,0.6460135,97.60374,FUERZA 2011,16.93,0.23
110108,Ica,Sur,Ica,Salas,10787.0,976.0,9.047928,0.0,0.0,46.49,0.6430589,97.04941,FUERZA 2011,35.64,0.25
110109,Ica,Sur,Ica,San José de los Molinos,4602.0,449.0,9.756627,0.0,0.0,44.21,0.6395672,94.152176,FUERZA 2011,29.48,0.21
110110,Ica,Sur,Ica,San Juan Bautista,5245.0,503.0,9.590086,0.0,0.0,38.76,0.6593284,97.93931,FUERZA 2011,23.11,0.25
110111,Ica,Sur,Ica,Santiago,15227.0,1429.0,9.384645,0.0,0.0,37.6,0.64075875,95.48434,GANA PERU,11.39,0.22
110112,Ica,Sur,Ica,Subtanjalla,11797.0,1171.0,9.926252,0.0,0.0,52.02,0.65383065,97.74196,FUERZA 2011,18.28,0.26
110113,Ica,Sur,Ica,Tate,3210.0,251.0,7.8193145,0.0,0.0,35.05,0.65046996,98.87295,GANA PERU,12.9,0.22
110114,Ica,Sur,Ica,Yauca del Rosario,1951.0,248.0,12.71143,1.0,0.0,89.08,0.61554813,91.236496,FUERZA 2011,14.39,0.21
110201,Ica,Sur,Chincha,Chincha Alta,51250.0,4958.0,9.674147,0.0,0.0,31.06,0.6598199,98.23231,GANA PERU,17.38,0.26
110202,Ica,Sur,Chincha,Alto Larán,3841.0,305.0,7.9406404,0.0,0.0,40.99,0.6352671,95.67959,GANA PERU,17.51,0.21
110203,Ica,Sur,Chincha,Chavín,1398.0,313.0,22.389128,2.0,1.0,99.11,0.5872907,84.1989,GANA PERU,28.7,0.27
110204,Ica,Sur,Chincha,Chincha Baja,8928.0,743.0,8.322133,0.0,0.0,33.53,0.64536494,96.55292,GANA PERU,20.85,0.21
110205,Ica,Sur,Chincha,El Carmen,8093.0,596.0,7.364389,0.0,0.0,35.81,0.63294375,95.16896,GANA PERU,21.81,0.21
110206,Ica,Sur,Chincha,Grocio Prado,12570.0,1104.0,8.782816,0.0,0.0,41.73,0.6412664,96.64187,GANA PERU,25.21,0.23
110207,Ica,Sur,Chincha,Pueblo Nuevo,31278.0,3199.0,10.227636,0.0,0.0,35.13,0.6518515,97.40125,GANA PERU,16.29,0.25
110208,Ica,Sur,Chincha,San Juan de Yanac,1163.0,363.0,31.212381,3.0,1.0,95.91,0.6046026,90.36144,GANA PERU,37.43,0.25
110209,Ica,Sur,Chincha,San Pedro de Huacarpana,1270.0,511.0,40.23622,3.0,1.0,99.54,0.600848,94.51518,FUERZA 2011,22.17,0.2
110210,Ica,Sur,Chincha,Sunampe,13935.0,1074.0,7.707212,0.0,0.0,39.66,0.64914477,97.964134,GANA PERU,27.88,0.23
110211,Ica,Sur,Chincha,Tambo de Mora,3226.0,370.0,11.469312,0.0,0.0,38.58,0.65396976,98.656075,FUERZA 2011,30.08,0.24
110301,Ica,Sur,Nazca,Nazca,21531.0,3173.0,14.736891,1.0,0.0,31.53,0.6526109,96.14382,FUERZA 2011,6.37,0.25
110302,Ica,Sur,Nazca,Changuillo,1790.0,228.0,12.737431,1.0,0.0,59.97,0.622542,89.45506,GANA PERU,11.36,0.21
110303,Ica,Sur,Nazca,El Ingenio,2233.0,285.0,12.763099,1.0,0.0,95.98,0.626271,90.87771,FUERZA 2011,13.56,0.21
110304,Ica,Sur,Nazca,Marcona,9483.0,1173.0,12.369503,1.0,0.0,24.66,0.67575,98.08039,GANA PERU,8.51,0.28
110305,Ica,Sur,Nazca,Vista Alegre,10261.0,1350.0,13.156612,1.0,0.0,38.2,0.64668334,94.934296,FUERZA 2011,13.2,0.23
110401,Ica,Sur,Palpa,Palpa,6200.0,950.0,15.32258,1.0,0.0,47.97,0.6511,95.255615,FUERZA 2011,6.12,0.24
110402,Ica,Sur,Palpa,Llipata,1288.0,139.0,10.791925,0.0,0.0,51.33,0.62666506,92.458374,FUERZA 2011,8.51,0.21
110403,Ica,Sur,Palpa,Río Grande,2378.0,334.0,14.045416,1.0,0.0,78.75,0.6319552,92.42949,FUERZA 2011,9.16,0.2
110404,Ica,Sur,Palpa,Santa Cruz,1076.0,101.0,9.386617,0.0,0.0,94.79,0.637883,95.30284,FUERZA 2011,7.64,0.19
110405,Ica,Sur,Palpa,Tibillo,485.0,97.0,20.0,2.0,0.0,97.86,0.60897905,91.25874,FUERZA 2011,24.29,0.21
110501,Ica,Sur,Pisco,Pisco,45060.0,5469.0,12.137151,1.0,0.0,31.4,0.6558352,98.30457,GANA PERU,22.29,0.27
110502,Ica,Sur,Pisco,Huancano,1546.0,223.0,14.424321,1.0,0.0,91.4,0.6228493,93.12394,FUERZA 2011,14.68,0.24
110503,Ica,Sur,Pisco,Humay,3813.0,372.0,9.756098,0.0,0.0,56.77,0.62278944,92.14043,GANA PERU,40.89,0.21
110504,Ica,Sur,Pisco,Independencia,7788.0,791.0,10.1566515,0.0,0.0,46.29,0.6235011,93.55329,GANA PERU,21.66,0.21
110505,Ica,Sur,Pisco,Paracas,2599.0,220.0,8.464794,0.0,0.0,35.82,0.6398459,97.68145,GANA PERU,21.49,0.25
110506,Ica,Sur,Pisco,San Andrés,9256.0,1029.0,11.117113,0.0,0.0,30.38,0.64480406,97.98511,FUERZA 2011,17.09,0.26
110507,Ica,Sur,Pisco,San Clemente,12265.0,1147.0,9.351814,0.0,0.0,40.91,0.63443,94.3582,GANA PERU,25.84,0.24
110508,Ica,Sur,Pisco,Túpac Amaru Inca,8383.0,788.0,9.399976,0.0,0.0,34.87,0.64329326,97.08029,GANA PERU,39.86,0.24
120101,Junín,Centro,Huancayo,Huancayo,97380.0,16254.0,16.691313,1.0,0.0,29.66,0.6346574,96.06016,GANA PERU,2.62,0.33
120104,Junín,Centro,Huancayo,Carhuacallanga,505.0,130.0,25.742575,3.0,1.0,100.0,0.57568365,86.60287,GANA PERU,3.8,0.28
120105,Junín,Centro,Huancayo,Chacapampa,852.0,211.0,24.765259,3.0,1.0,98.58,0.5583348,78.10578,GANA PERU,4.49,0.26
120106,Junín,Centro,Huancayo,Chicche,768.0,193.0,25.130209,3.0,1.0,98.34,0.557483,80.94195,FUERZA 2011,4.99,0.26
120107,Junín,Centro,Huancayo,Chilca,54035.0,8663.0,16.032202,1.0,0.0,45.28,0.6146454,94.09402,GANA PERU,4.44,0.31
120108,Junín,Centro,Huancayo,Chongos Alto,1138.0,289.0,25.395432,3.0,1.0,95.21,0.5563368,82.10616,GANA PERU,7.73,0.26
120111,Junín,Centro,Huancayo,Chupuro,1532.0,262.0,17.101828,1.0,0.0,78.11,0.58229,87.196465,GANA PERU,4.45,0.28
120112,Junín,Centro,Huancayo,Colca,952.0,189.0,19.852942,2.0,0.0,99.52,0.5787882,88.66397,GANA PERU,3.84,0.27
120113,Junín,Centro,Huancayo,Cullhuas,2084.0,267.0,12.8119,1.0,0.0,97.95,0.54173326,78.41815,GANA PERU,6.01,0.25
120114,Junín,Centro,Huancayo,El Tambo,105760.0,15957.0,15.0879345,1.0,0.0,26.66,0.63929945,96.78307,GANA PERU,1.64,0.32
120116,Junín,Centro,Huancayo,Huacrapuquio,927.0,195.0,21.035599,2.0,1.0,84.82,0.5687825,84.680855,GANA PERU,12.29,0.26
120117,Junín,Centro,Huancayo,Hualhuas,2261.0,366.0,16.187527,1.0,0.0,73.09,0.6018801,92.60953,GANA PERU,7.75,0.31
120119,Junín,Centro,Huancayo,Huancán,6988.0,984.0,14.081283,1.0,0.0,60.43,0.60019237,92.50814,GANA PERU,6.42,0.3
120120,Junín,Centro,Huancayo,Huasicancha,558.0,143.0,25.62724,3.0,1.0,96.92,0.5775794,88.888885,GANA PERU,12.67,0.25
120121,Junín,Centro,Huancayo,Huayucachi,5916.0,1219.0,20.605139,2.0,1.0,62.75,0.5997836,91.83186,GANA PERU,7.43,0.3
120122,Junín,Centro,Huancayo,Ingenio,1843.0,347.0,18.827997,2.0,0.0,80.15,0.57847077,88.77612,GANA PERU,11.97,0.28
120124,Junín,Centro,Huancayo,Pariahuanca,4169.0,1106.0,26.529144,3.0,1.0,99.69,0.5502191,77.87448,GANA PERU,8.49,0.27
120125,Junín,Centro,Huancayo,Pilcomayo,8428.0,1288.0,15.2823925,1.0,0.0,41.24,0.6179908,94.75129,GANA PERU,5.14,0.32
120126,Junín,Centro,Huancayo,Pucará,3786.0,598.0,15.795034,1.0,0.0,79.54,0.57760024,86.98795,GANA PERU,8.48,0.29
120127,Junín,Centro,Huancayo,Quichuay,1331.0,276.0,20.736288,2.0,1.0,65.69,0.5822646,87.30159,GANA PERU,3.92,0.29
120128,Junín,Centro,Huancayo,Quilcas,2813.0,552.0,19.623178,2.0,0.0,72.7,0.58688587,89.95345,GANA PERU,14.45,0.27
120129,Junín,Centro,Huancayo,San Agustín,6929.0,1091.0,15.745418,1.0,0.0,49.58,0.6155478,93.37127,GANA PERU,3.83,0.29
120130,Junín,Centro,Huancayo,San Jerónimo de Tunán,6856.0,1118.0,16.306885,1.0,0.0,49.32,0.61530125,94.098015,GANA PERU,4.41,0.31
120132,Junín,Centro,Huancayo,Saño,2841.0,472.0,16.613869,1.0,0.0,60.21,0.6013044,91.70288,GANA PERU,5.1,0.3
120133,Junín,Centro,Huancayo,Sapallanga,9405.0,1563.0,16.61882,1.0,0.0,68.22,0.589978,88.36684,GANA PERU,5.19,0.29
120134,Junín,Centro,Huancayo,Sicaya,4709.0,876.0,18.602676,2.0,0.0,60.93,0.5938739,90.407524,GANA PERU,9.53,0.31
120135,Junín,Centro,Huancayo,Santo Domingo De Acobamba,3380.0,959.0,28.372782,3.0,1.0,99.59,0.54670495,79.31697,GANA PERU,16.55,0.24
120136,Junín,Centro,Huancayo,Viques,1419.0,319.0,22.48062,2.0,1.0,77.6,0.5926842,90.727005,GANA PERU,8.55,0.27
120201,Junín,Centro,Concepción,Concepción,11507.0,2151.0,18.69297,2.0,0.0,42.78,0.6162753,95.02453,GANA PERU,2.08,0.31
120202,Junín,Centro,Concepción,Aco,1425.0,335.0,23.508772,2.0,1.0,82.84,0.56674176,87.98821,GANA PERU,11.01,0.26
120203,Junín,Centro,Concepción,Andamarca,3111.0,835.0,26.840244,3.0,1.0,99.49,0.5256553,73.84666,GANA PERU,19.97,0.27
120204,Junín,Centro,Concepción,Chambara,1848.0,307.0,16.612555,1.0,0.0,98.25,0.5650548,86.08381,GANA PERU,8.27,0.29
120205,Junín,Centro,Concepción,Cochas,1265.0,299.0,23.636364,2.0,1.0,99.27,0.56308985,88.74622,GANA PERU,10.58,0.25
120206,Junín,Centro,Concepción,Comas,4795.0,1075.0,22.419188,2.0,1.0,99.59,0.5495867,83.081696,GANA PERU,16.16,0.27
120207,Junín,Centro,Concepción,Heroínas Toledo,1149.0,255.0,22.19321,2.0,1.0,87.01,0.5769313,91.15646,FUERZA 2011,6.78,0.27
120208,Junín,Centro,Concepción,Manzanares,1097.0,157.0,14.311759,1.0,0.0,80.63,0.5969244,94.377884,GANA PERU,4.12,0.27
120209,Junín,Centro,Concepción,Mariscal Castilla,922.0,225.0,24.403471,3.0,1.0,100.0,0.5519053,87.20801,GANA PERU,16.2,0.27
120210,Junín,Centro,Concepción,Matahuasi,3390.0,606.0,17.876106,1.0,0.0,54.37,0.59521204,93.28544,FUERZA 2011,3.37,0.3
120211,Junín,Centro,Concepción,Mito,927.0,173.0,18.662352,2.0,0.0,67.82,0.59843415,94.08451,GANA PERU,5.45,0.29
120212,Junín,Centro,Concepción,Nueve De Julio,932.0,160.0,17.167381,1.0,0.0,60.38,0.5989661,92.0418,GANA PERU,2.97,0.28
120213,Junín,Centro,Concepción,Orcotuna,2462.0,518.0,21.039804,2.0,1.0,69.4,0.5901458,93.30621,GANA PERU,5.91,0.3
120214,Junín,Centro,Concepción,San José de Quero,3743.0,749.0,20.010687,2.0,1.0,99.8,0.5719537,90.3389,FUERZA 2011,6.73,0.26
120215,Junín,Centro,Concepción,Santa Rosa de Ocopa,1600.0,329.0,20.5625,2.0,1.0,56.21,0.5924195,92.103516,FUERZA 2011,2.48,0.27
120301,Junín,Centro,Chanchamayo,Chanchamayo,23426.0,5109.0,21.809101,2.0,1.0,48.68,0.6227499,94.299866,FUERZA 2011,15.31,0.34
120302,Junín,Centro,Chanchamayo,Perené,26410.0,5402.0,20.454372,2.0,1.0,77.99,0.5885751,91.16324,FUERZA 2011,25.57,0.29
120303,Junín,Centro,Chanchamayo,Pichanaqui,25561.0,4170.0,16.313915,1.0,0.0,79.75,0.5892855,92.11014,FUERZA 2011,35.33,0.31
120304,Junín,Centro,Chanchamayo,San Luis de Shuaro,4133.0,888.0,21.485603,2.0,1.0,78.7,0.5824129,89.47259,FUERZA 2011,24.54,0.3
120305,Junín,Centro,Chanchamayo,San Ramón,17368.0,3563.0,20.51474,2.0,1.0,50.26,0.62076324,93.35935,FUERZA 2011,13.69,0.32
120306,Junín,Centro,Chanchamayo,Vitoc,1770.0,453.0,25.59322,3.0,1.0,83.01,0.5968201,91.9202,FUERZA 2011,22.47,0.33
120401,Junín,Centro,Jauja,Jauja,13781.0,2633.0,19.106016,2.0,0.0,38.15,0.6248964,96.51015,GANA PERU,2.67,0.32
120402,Junín,Centro,Jauja,Acolla,6063.0,1570.0,25.894772,3.0,1.0,79.52,0.5805382,90.58802,GANA PERU,8.78,0.29
120403,Junín,Centro,Jauja,Apata,3331.0,677.0,20.324226,2.0,1.0,61.81,0.5805105,91.3218,FUERZA 2011,10.88,0.29
120404,Junín,Centro,Jauja,Ataura,1076.0,183.0,17.007435,1.0,0.0,61.13,0.6046075,94.22864,GANA PERU,7.12,0.29
120405,Junín,Centro,Jauja,Canchayllo,1213.0,174.0,14.3446,1.0,0.0,99.57,0.56592906,90.08772,FUERZA 2011,30.69,0.28
120406,Junín,Centro,Jauja,Curicaca,1040.0,187.0,17.98077,1.0,0.0,96.57,0.5783456,90.83119,FUERZA 2011,12.85,0.28
120407,Junín,Centro,Jauja,El Mantaro,1886.0,333.0,17.656416,1.0,0.0,51.09,0.6050787,94.28257,GANA PERU,4.34,0.33
120408,Junín,Centro,Jauja,Huamalí,1349.0,240.0,17.790956,1.0,0.0,69.83,0.59633285,95.04734,FUERZA 2011,6.26,0.28
120409,Junín,Centro,Jauja,Huaripampa,822.0,146.0,17.761557,1.0,0.0,58.02,0.61176246,94.811935,GANA PERU,2.62,0.28
120410,Junín,Centro,Jauja,Huertas,1430.0,260.0,18.181818,2.0,0.0,50.0,0.5941608,94.04672,GANA PERU,5.75,0.28
120411,Junín,Centro,Jauja,Janjaillo,709.0,162.0,22.849083,2.0,1.0,89.2,0.55244106,82.19895,GANA PERU,7.6,0.27
120412,Junín,Centro,Jauja,Julcán,817.0,156.0,19.094248,2.0,0.0,82.56,0.59370345,92.37288,GANA PERU,5.81,0.3
120413,Junín,Centro,Jauja,Leonor Ordóñez,1209.0,240.0,19.851116,2.0,0.0,74.63,0.58858734,92.65976,GANA PERU,5.97,0.29
120414,Junín,Centro,Jauja,Llocllapampa,1248.0,253.0,20.272436,2.0,1.0,97.18,0.5818535,90.426636,FUERZA 2011,17.18,0.28
120415,Junín,Centro,Jauja,Marco,1512.0,415.0,27.44709,3.0,1.0,83.33,0.5722677,88.27203,GANA PERU,11.38,0.29
120416,Junín,Centro,Jauja,Masma,1502.0,351.0,23.368841,2.0,1.0,92.44,0.5835157,91.54196,GANA PERU,11.26,0.27
120417,Junín,Centro,Jauja,Masma Chicche,666.0,109.0,16.366365,1.0,0.0,99.53,0.5642065,87.326385,FUERZA 2011,4.21,0.21
120418,Junín,Centro,Jauja,Molinos,1379.0,315.0,22.84264,2.0,1.0,82.56,0.5788182,90.44309,GANA PERU,7.35,0.27
